ID=3, Cor=BLUE, Tipo=SUV, Estacao=4, Funcionario=3, PosicaoEsteiraFabrica=2, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=6
ID=35, Cor=GREEN, Tipo=SUV, Estacao=4, Funcionario=4, PosicaoEsteiraFabrica=34, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=7
ID=37, Cor=RED, Tipo=SUV, Estacao=4, Funcionario=1, PosicaoEsteiraFabrica=36, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=8
ID=39, Cor=BLUE, Tipo=SUV, Estacao=1, Funcionario=3, PosicaoEsteiraFabrica=38, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=6
ID=41, Cor=GREEN, Tipo=SUV, Estacao=3, Funcionario=4, PosicaoEsteiraFabrica=0, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=20
ID=44, Cor=GREEN, Tipo=SEDAN, Estacao=2, Funcionario=4, PosicaoEsteiraFabrica=3, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=12
ID=62, Cor=GREEN, Tipo=SEDAN, Estacao=1, Funcionario=0, PosicaoEsteiraFabrica=21, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=14
ID=67, Cor=RED, Tipo=SUV, Estacao=4, Funcionario=0, PosicaoEsteiraFabrica=26, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=8
ID=71, Cor=GREEN, Tipo=SUV, Estacao=1, Funcionario=2, PosicaoEsteiraFabrica=29, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=13
ID=73, Cor=RED, Tipo=SUV, Estacao=3, Funcionario=0, PosicaoEsteiraFabrica=32, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=3
ID=75, Cor=BLUE, Tipo=SUV, Estacao=2, Funcionario=0, PosicaoEsteiraFabrica=34, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=4
ID=79, Cor=RED, Tipo=SUV, Estacao=1, Funcionario=3, PosicaoEsteiraFabrica=37, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=7
ID=81, Cor=BLUE, Tipo=SUV, Estacao=3, Funcionario=2, PosicaoEsteiraFabrica=0, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=17
ID=84, Cor=BLUE, Tipo=SEDAN, Estacao=4, Funcionario=3, PosicaoEsteiraFabrica=3, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=5
ID=87, Cor=BLUE, Tipo=SEDAN, Estacao=1, Funcionario=2, PosicaoEsteiraFabrica=6, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=19
ID=90, Cor=BLUE, Tipo=SEDAN, Estacao=2, Funcionario=1, PosicaoEsteiraFabrica=9, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=15
ID=94, Cor=RED, Tipo=SEDAN, Estacao=1, Funcionario=1, PosicaoEsteiraFabrica=13, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=11
ID=97, Cor=RED, Tipo=SUV, Estacao=2, Funcionario=0, PosicaoEsteiraFabrica=16, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=6
ID=102, Cor=BLUE, Tipo=SEDAN, Estacao=1, Funcionario=0, PosicaoEsteiraFabrica=21, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=14
ID=105, Cor=BLUE, Tipo=SUV, Estacao=2, Funcionario=4, PosicaoEsteiraFabrica=24, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=7
ID=108, Cor=BLUE, Tipo=SEDAN, Estacao=4, Funcionario=2, PosicaoEsteiraFabrica=27, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=11
ID=111, Cor=BLUE, Tipo=SUV, Estacao=1, Funcionario=4, PosicaoEsteiraFabrica=30, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=1
ID=114, Cor=BLUE, Tipo=SEDAN, Estacao=3, Funcionario=0, PosicaoEsteiraFabrica=33, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=10
ID=118, Cor=RED, Tipo=SEDAN, Estacao=1, Funcionario=1, PosicaoEsteiraFabrica=37, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=17
ID=120, Cor=BLUE, Tipo=SEDAN, Estacao=3, Funcionario=2, PosicaoEsteiraFabrica=39, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=2
ID=123, Cor=BLUE, Tipo=SUV, Estacao=2, Funcionario=4, PosicaoEsteiraFabrica=2, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=19
ID=125, Cor=GREEN, Tipo=SUV, Estacao=4, Funcionario=0, PosicaoEsteiraFabrica=4, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=12
ID=131, Cor=GREEN, Tipo=SUV, Estacao=2, Funcionario=3, PosicaoEsteiraFabrica=10, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=4
ID=133, Cor=RED, Tipo=SUV, Estacao=4, Funcionario=4, PosicaoEsteiraFabrica=12, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=15
ID=136, Cor=RED, Tipo=SEDAN, Estacao=3, Funcionario=0, PosicaoEsteiraFabrica=15, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=9
ID=140, Cor=GREEN, Tipo=SEDAN, Estacao=4, Funcionario=1, PosicaoEsteiraFabrica=19, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=13
ID=142, Cor=RED, Tipo=SEDAN, Estacao=1, Funcionario=0, PosicaoEsteiraFabrica=21, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=5
ID=145, Cor=RED, Tipo=SUV, Estacao=2, Funcionario=4, PosicaoEsteiraFabrica=24, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=12
ID=147, Cor=BLUE, Tipo=SUV, Estacao=2, Funcionario=1, PosicaoEsteiraFabrica=26, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=20
ID=149, Cor=GREEN, Tipo=SUV, Estacao=4, Funcionario=2, PosicaoEsteiraFabrica=28, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=11
ID=152, Cor=GREEN, Tipo=SEDAN, Estacao=2, Funcionario=3, PosicaoEsteiraFabrica=31, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=3
ID=160, Cor=RED, Tipo=SEDAN, Estacao=2, Funcionario=2, PosicaoEsteiraFabrica=39, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=2
ID=162, Cor=BLUE, Tipo=SEDAN, Estacao=3, Funcionario=2, PosicaoEsteiraFabrica=1, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=13
ID=164, Cor=GREEN, Tipo=SEDAN, Estacao=4, Funcionario=3, PosicaoEsteiraFabrica=3, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=8
ID=166, Cor=RED, Tipo=SEDAN, Estacao=1, Funcionario=0, PosicaoEsteiraFabrica=5, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=4
ID=169, Cor=RED, Tipo=SUV, Estacao=3, Funcionario=1, PosicaoEsteiraFabrica=8, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=14
ID=176, Cor=GREEN, Tipo=SEDAN, Estacao=2, Funcionario=0, PosicaoEsteiraFabrica=15, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=9
ID=178, Cor=RED, Tipo=SEDAN, Estacao=3, Funcionario=0, PosicaoEsteiraFabrica=17, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=4
ID=180, Cor=BLUE, Tipo=SEDAN, Estacao=2, Funcionario=2, PosicaoEsteiraFabrica=19, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=7
ID=182, Cor=GREEN, Tipo=SEDAN, Estacao=1, Funcionario=4, PosicaoEsteiraFabrica=21, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=10
ID=184, Cor=RED, Tipo=SEDAN, Estacao=2, Funcionario=4, PosicaoEsteiraFabrica=23, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=11
ID=186, Cor=BLUE, Tipo=SEDAN, Estacao=3, Funcionario=1, PosicaoEsteiraFabrica=25, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=19
ID=192, Cor=BLUE, Tipo=SEDAN, Estacao=2, Funcionario=3, PosicaoEsteiraFabrica=31, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=6
ID=194, Cor=GREEN, Tipo=SEDAN, Estacao=4, Funcionario=3, PosicaoEsteiraFabrica=33, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=17
ID=197, Cor=RED, Tipo=SEDAN, Estacao=3, Funcionario=2, PosicaoEsteiraFabrica=35, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=16
ID=200, Cor=GREEN, Tipo=SEDAN, Estacao=2, Funcionario=2, PosicaoEsteiraFabrica=39, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=9
ID=202, Cor=RED, Tipo=SEDAN, Estacao=4, Funcionario=4, PosicaoEsteiraFabrica=1, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=20
ID=204, Cor=BLUE, Tipo=SEDAN, Estacao=3, Funcionario=1, PosicaoEsteiraFabrica=3, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=4
ID=207, Cor=BLUE, Tipo=SUV, Estacao=1, Funcionario=0, PosicaoEsteiraFabrica=6, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=7
ID=209, Cor=GREEN, Tipo=SUV, Estacao=2, Funcionario=3, PosicaoEsteiraFabrica=8, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=15
ID=211, Cor=RED, Tipo=SUV, Estacao=4, Funcionario=3, PosicaoEsteiraFabrica=10, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=6
ID=220, Cor=RED, Tipo=SEDAN, Estacao=3, Funcionario=4, PosicaoEsteiraFabrica=19, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=3
ID=230, Cor=GREEN, Tipo=SEDAN, Estacao=1, Funcionario=0, PosicaoEsteiraFabrica=29, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=1
ID=232, Cor=RED, Tipo=SEDAN, Estacao=2, Funcionario=3, PosicaoEsteiraFabrica=31, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=18
ID=234, Cor=BLUE, Tipo=SEDAN, Estacao=4, Funcionario=0, PosicaoEsteiraFabrica=33, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=12
ID=238, Cor=RED, Tipo=SEDAN, Estacao=1, Funcionario=1, PosicaoEsteiraFabrica=37, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=14
ID=240, Cor=BLUE, Tipo=SEDAN, Estacao=2, Funcionario=2, PosicaoEsteiraFabrica=39, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=10
ID=242, Cor=GREEN, Tipo=SEDAN, Estacao=4, Funcionario=3, PosicaoEsteiraFabrica=1, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=1
ID=246, Cor=BLUE, Tipo=SEDAN, Estacao=1, Funcionario=2, PosicaoEsteiraFabrica=5, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=11
ID=248, Cor=GREEN, Tipo=SEDAN, Estacao=2, Funcionario=1, PosicaoEsteiraFabrica=7, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=15
ID=250, Cor=RED, Tipo=SEDAN, Estacao=4, Funcionario=4, PosicaoEsteiraFabrica=9, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=16
ID=254, Cor=GREEN, Tipo=SEDAN, Estacao=1, Funcionario=3, PosicaoEsteiraFabrica=13, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=2
ID=256, Cor=RED, Tipo=SEDAN, Estacao=2, Funcionario=0, PosicaoEsteiraFabrica=15, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=19
ID=258, Cor=BLUE, Tipo=SEDAN, Estacao=4, Funcionario=0, PosicaoEsteiraFabrica=17, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=8
ID=263, Cor=GREEN, Tipo=SUV, Estacao=1, Funcionario=2, PosicaoEsteiraFabrica=22, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=17
ID=265, Cor=RED, Tipo=SUV, Estacao=2, Funcionario=1, PosicaoEsteiraFabrica=24, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=1
ID=267, Cor=BLUE, Tipo=SUV, Estacao=4, Funcionario=4, PosicaoEsteiraFabrica=26, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=16
ID=272, Cor=GREEN, Tipo=SEDAN, Estacao=2, Funcionario=3, PosicaoEsteiraFabrica=31, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=10
ID=274, Cor=RED, Tipo=SEDAN, Estacao=4, Funcionario=1, PosicaoEsteiraFabrica=33, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=9
ID=276, Cor=BLUE, Tipo=SEDAN, Estacao=4, Funcionario=3, PosicaoEsteiraFabrica=35, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=5
ID=284, Cor=GREEN, Tipo=SEDAN, Estacao=3, Funcionario=1, PosicaoEsteiraFabrica=3, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=6
ID=286, Cor=RED, Tipo=SEDAN, Estacao=1, Funcionario=1, PosicaoEsteiraFabrica=5, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=10
ID=288, Cor=BLUE, Tipo=SEDAN, Estacao=2, Funcionario=1, PosicaoEsteiraFabrica=7, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=18
ID=290, Cor=GREEN, Tipo=SEDAN, Estacao=4, Funcionario=4, PosicaoEsteiraFabrica=9, Loja=Loja B, PosicaoEsteiraLoja=7, ClienteID=12
ID=293, Cor=GREEN, Tipo=SUV, Estacao=3, Funcionario=2, PosicaoEsteiraFabrica=12, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=13
ID=295, Cor=RED, Tipo=SUV, Estacao=1, Funcionario=2, PosicaoEsteiraFabrica=14, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=9
ID=297, Cor=BLUE, Tipo=SUV, Estacao=2, Funcionario=2, PosicaoEsteiraFabrica=16, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=7
ID=299, Cor=GREEN, Tipo=SUV, Estacao=4, Funcionario=0, PosicaoEsteiraFabrica=18, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=1
ID=301, Cor=RED, Tipo=SUV, Estacao=3, Funcionario=1, PosicaoEsteiraFabrica=20, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=18
ID=303, Cor=BLUE, Tipo=SUV, Estacao=1, Funcionario=4, PosicaoEsteiraFabrica=22, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=5
ID=312, Cor=BLUE, Tipo=SEDAN, Estacao=2, Funcionario=3, PosicaoEsteiraFabrica=31, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=15
ID=314, Cor=GREEN, Tipo=SEDAN, Estacao=4, Funcionario=1, PosicaoEsteiraFabrica=33, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=5
ID=316, Cor=RED, Tipo=SEDAN, Estacao=3, Funcionario=2, PosicaoEsteiraFabrica=35, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=16
ID=319, Cor=BLUE, Tipo=SEDAN, Estacao=1, Funcionario=2, PosicaoEsteiraFabrica=37, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=1
ID=321, Cor=BLUE, Tipo=SUV, Estacao=2, Funcionario=4, PosicaoEsteiraFabrica=0, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=20
ID=323, Cor=GREEN, Tipo=SUV, Estacao=4, Funcionario=2, PosicaoEsteiraFabrica=2, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=10
ID=324, Cor=RED, Tipo=SUV, Estacao=3, Funcionario=3, PosicaoEsteiraFabrica=4, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=9
ID=328, Cor=RED, Tipo=SEDAN, Estacao=2, Funcionario=1, PosicaoEsteiraFabrica=7, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=4
ID=330, Cor=BLUE, Tipo=SEDAN, Estacao=4, Funcionario=4, PosicaoEsteiraFabrica=9, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=19
ID=332, Cor=GREEN, Tipo=SEDAN, Estacao=3, Funcionario=0, PosicaoEsteiraFabrica=11, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=13
ID=335, Cor=GREEN, Tipo=SUV, Estacao=1, Funcionario=0, PosicaoEsteiraFabrica=14, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=3
ID=337, Cor=RED, Tipo=SUV, Estacao=2, Funcionario=2, PosicaoEsteiraFabrica=16, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=7
ID=339, Cor=BLUE, Tipo=SUV, Estacao=4, Funcionario=0, PosicaoEsteiraFabrica=18, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=2
ID=341, Cor=GREEN, Tipo=SUV, Estacao=3, Funcionario=1, PosicaoEsteiraFabrica=20, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=12
ID=343, Cor=RED, Tipo=SUV, Estacao=1, Funcionario=1, PosicaoEsteiraFabrica=22, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=20
ID=345, Cor=BLUE, Tipo=SUV, Estacao=2, Funcionario=1, PosicaoEsteiraFabrica=24, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=18
ID=347, Cor=GREEN, Tipo=SUV, Estacao=4, Funcionario=4, PosicaoEsteiraFabrica=26, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=15
ID=349, Cor=RED, Tipo=SUV, Estacao=3, Funcionario=0, PosicaoEsteiraFabrica=28, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=8
ID=351, Cor=BLUE, Tipo=SUV, Estacao=1, Funcionario=2, PosicaoEsteiraFabrica=30, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=13
ID=355, Cor=RED, Tipo=SUV, Estacao=4, Funcionario=3, PosicaoEsteiraFabrica=34, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=3
ID=357, Cor=BLUE, Tipo=SUV, Estacao=3, Funcionario=4, PosicaoEsteiraFabrica=36, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=12
ID=359, Cor=GREEN, Tipo=SUV, Estacao=1, Funcionario=3, PosicaoEsteiraFabrica=38, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=20
ID=361, Cor=RED, Tipo=SUV, Estacao=2, Funcionario=4, PosicaoEsteiraFabrica=0, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=6
ID=363, Cor=BLUE, Tipo=SUV, Estacao=4, Funcionario=2, PosicaoEsteiraFabrica=2, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=8
ID=365, Cor=GREEN, Tipo=SUV, Estacao=3, Funcionario=3, PosicaoEsteiraFabrica=4, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=14
ID=367, Cor=RED, Tipo=SUV, Estacao=1, Funcionario=4, PosicaoEsteiraFabrica=6, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=18
ID=378, Cor=BLUE, Tipo=SEDAN, Estacao=4, Funcionario=3, PosicaoEsteiraFabrica=17, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=3
ID=382, Cor=RED, Tipo=SEDAN, Estacao=1, Funcionario=3, PosicaoEsteiraFabrica=21, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=14
ID=384, Cor=BLUE, Tipo=SEDAN, Estacao=2, Funcionario=4, PosicaoEsteiraFabrica=23, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=5
ID=387, Cor=BLUE, Tipo=SUV, Estacao=4, Funcionario=4, PosicaoEsteiraFabrica=26, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=4
ID=389, Cor=RED, Tipo=SEDAN, Estacao=3, Funcionario=3, PosicaoEsteiraFabrica=27, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=10
ID=391, Cor=RED, Tipo=SUV, Estacao=1, Funcionario=2, PosicaoEsteiraFabrica=30, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=13
ID=396, Cor=BLUE, Tipo=SEDAN, Estacao=3, Funcionario=2, PosicaoEsteiraFabrica=35, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=2
ID=398, Cor=GREEN, Tipo=SEDAN, Estacao=1, Funcionario=0, PosicaoEsteiraFabrica=37, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=18
ID=400, Cor=RED, Tipo=SEDAN, Estacao=2, Funcionario=2, PosicaoEsteiraFabrica=39, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=11
ID=404, Cor=GREEN, Tipo=SEDAN, Estacao=4, Funcionario=2, PosicaoEsteiraFabrica=3, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=19
ID=406, Cor=RED, Tipo=SEDAN, Estacao=1, Funcionario=1, PosicaoEsteiraFabrica=5, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=17
ID=408, Cor=BLUE, Tipo=SEDAN, Estacao=2, Funcionario=1, PosicaoEsteiraFabrica=7, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=9
ID=410, Cor=GREEN, Tipo=SEDAN, Estacao=4, Funcionario=4, PosicaoEsteiraFabrica=9, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=13
ID=412, Cor=RED, Tipo=SEDAN, Estacao=4, Funcionario=1, PosicaoEsteiraFabrica=11, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=14
ID=422, Cor=GREEN, Tipo=SEDAN, Estacao=1, Funcionario=3, PosicaoEsteiraFabrica=21, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=8
ID=424, Cor=RED, Tipo=SEDAN, Estacao=2, Funcionario=4, PosicaoEsteiraFabrica=23, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=2
ID=426, Cor=BLUE, Tipo=SEDAN, Estacao=4, Funcionario=2, PosicaoEsteiraFabrica=25, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=14
ID=436, Cor=RED, Tipo=SEDAN, Estacao=4, Funcionario=3, PosicaoEsteiraFabrica=35, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=15
ID=438, Cor=BLUE, Tipo=SEDAN, Estacao=1, Funcionario=0, PosicaoEsteiraFabrica=37, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=1
ID=440, Cor=GREEN, Tipo=SEDAN, Estacao=2, Funcionario=2, PosicaoEsteiraFabrica=39, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=6
ID=442, Cor=RED, Tipo=SEDAN, Estacao=3, Funcionario=1, PosicaoEsteiraFabrica=1, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=12
ID=445, Cor=RED, Tipo=SUV, Estacao=3, Funcionario=3, PosicaoEsteiraFabrica=4, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=7
ID=447, Cor=BLUE, Tipo=SUV, Estacao=1, Funcionario=4, PosicaoEsteiraFabrica=6, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=20
ID=449, Cor=GREEN, Tipo=SUV, Estacao=2, Funcionario=3, PosicaoEsteiraFabrica=8, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=1
ID=451, Cor=RED, Tipo=SUV, Estacao=4, Funcionario=4, PosicaoEsteiraFabrica=10, Loja=Loja B, PosicaoEsteiraLoja=4, ClienteID=20
ID=453, Cor=BLUE, Tipo=SUV, Estacao=3, Funcionario=2, PosicaoEsteiraFabrica=12, Loja=Loja B, PosicaoEsteiraLoja=5, ClienteID=6
ID=455, Cor=GREEN, Tipo=SUV, Estacao=1, Funcionario=0, PosicaoEsteiraFabrica=14, Loja=Loja B, PosicaoEsteiraLoja=6, ClienteID=5
ID=457, Cor=RED, Tipo=SUV, Estacao=2, Funcionario=2, PosicaoEsteiraFabrica=16, Loja=Loja B, PosicaoEsteiraLoja=7, ClienteID=3
ID=459, Cor=BLUE, Tipo=SUV, Estacao=4, Funcionario=3, PosicaoEsteiraFabrica=18, Loja=Loja B, PosicaoEsteiraLoja=8, ClienteID=13
ID=461, Cor=GREEN, Tipo=SUV, Estacao=4, Funcionario=0, PosicaoEsteiraFabrica=20, Loja=Loja B, PosicaoEsteiraLoja=9, ClienteID=2
ID=463, Cor=RED, Tipo=SUV, Estacao=1, Funcionario=1, PosicaoEsteiraFabrica=22, Loja=Loja B, PosicaoEsteiraLoja=10, ClienteID=17
ID=465, Cor=BLUE, Tipo=SUV, Estacao=2, Funcionario=1, PosicaoEsteiraFabrica=24, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=9
ID=467, Cor=GREEN, Tipo=SUV, Estacao=3, Funcionario=3, PosicaoEsteiraFabrica=26, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=16
ID=470, Cor=GREEN, Tipo=SEDAN, Estacao=1, Funcionario=4, PosicaoEsteiraFabrica=29, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=14
ID=472, Cor=RED, Tipo=SEDAN, Estacao=2, Funcionario=3, PosicaoEsteiraFabrica=31, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=8
ID=474, Cor=BLUE, Tipo=SEDAN, Estacao=3, Funcionario=2, PosicaoEsteiraFabrica=33, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=15
ID=477, Cor=BLUE, Tipo=SUV, Estacao=4, Funcionario=3, PosicaoEsteiraFabrica=36, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=3
ID=479, Cor=GREEN, Tipo=SUV, Estacao=1, Funcionario=3, PosicaoEsteiraFabrica=38, Loja=Loja B, PosicaoEsteiraLoja=17, ClienteID=16
ID=481, Cor=RED, Tipo=SUV, Estacao=2, Funcionario=4, PosicaoEsteiraFabrica=0, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=10
ID=483, Cor=BLUE, Tipo=SUV, Estacao=4, Funcionario=0, PosicaoEsteiraFabrica=2, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=14
ID=485, Cor=GREEN, Tipo=SUV, Estacao=4, Funcionario=2, PosicaoEsteiraFabrica=4, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=2
ID=487, Cor=RED, Tipo=SUV, Estacao=1, Funcionario=4, PosicaoEsteiraFabrica=6, Loja=Loja B, PosicaoEsteiraLoja=1, ClienteID=10
ID=489, Cor=BLUE, Tipo=SUV, Estacao=3, Funcionario=0, PosicaoEsteiraFabrica=8, Loja=Loja B, PosicaoEsteiraLoja=2, ClienteID=20
ID=492, Cor=BLUE, Tipo=SEDAN, Estacao=3, Funcionario=2, PosicaoEsteiraFabrica=11, Loja=Loja B, PosicaoEsteiraLoja=3, ClienteID=19
ID=494, Cor=GREEN, Tipo=SEDAN, Estacao=1, Funcionario=2, PosicaoEsteiraFabrica=13, Loja=Loja B, PosicaoEsteiraLoja=4, ClienteID=12
ID=497, Cor=GREEN, Tipo=SUV, Estacao=2, Funcionario=0, PosicaoEsteiraFabrica=17, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=4
ID=4, Cor=BLUE, Tipo=SUV, Estacao=2, Funcionario=4, PosicaoEsteiraFabrica=2, Loja=Loja B, PosicaoEsteiraLoja=0, ClienteID=5
